Ёи╫╩й╠╪Д	Ёи╫╩╪ш	╪ш╦Я╠Д╤╞	Ёи╫╩а©(йж)	Ёи╫╩╤Н(т╙)	птжй
13:55:42	14.3	-0.01	1	1430	бТел
13:55:36	14.31	--	13	18603	бРел
13:55:33	14.31	0.01	1	1431	бРел
13:55:30	14.3	--	3	4290	бТел
13:55:24	14.3	--	12	17160	бТел
13:55:06	14.3	-0.01	3	4290	бТел
13:55:03	14.31	--	22	31482	жпптел
13:54:36	14.31	--	3	4293	бТел
13:54:06	14.31	--	3	4293	бТел
13:54:03	14.31	-0.01	2	2862	бТел
13:54:00	14.32	0.02	22	31504	бРел
13:53:45	14.3	--	3	4290	бТел
13:53:36	14.3	--	3	4290	бТел
13:53:18	14.3	--	30	42900	бТел
13:53:15	14.3	--	2	2860	бТел
13:53:06	14.3	-0.03	3	4290	бТел
13:52:54	14.33	0.03	100	143300	бРел
13:52:48	14.3	--	260	371800	бТел
13:52:36	14.3	--	3	4290	бТел
13:52:33	14.3	--	22	31460	бТел
13:52:30	14.3	--	4	5720	бТел
13:52:27	14.3	--	9	12870	бТел
13:52:09	14.3	--	54	77220	бТел
13:52:06	14.3	-0.01	7	10010	бТел
13:52:03	14.31	0.01	1	1431	бРел
13:51:48	14.3	-0.01	1	1430	бТел
13:51:42	14.31	--	48	68688	бТел
13:51:36	14.31	--	3	4293	бТел
13:51:12	14.31	--	1	1431	бТел
13:51:06	14.31	-0.01	3	4293	бТел
13:51:03	14.32	--	1	1432	бРел
13:50:54	14.32	--	8	11456	бРел
13:50:48	14.32	0.01	5	7160	бРел
13:50:36	14.31	-0.01	3	4293	бТел
13:50:21	14.32	0.01	30	42960	бРел
13:50:06	14.31	0.01	2	2862	жпптел
13:49:36	14.3	--	3	4290	бТел
13:49:06	14.3	--	3	4290	бТел
13:48:36	14.3	--	3	4290	бТел
13:48:12	14.3	-0.02	10	14300	бТел
13:48:09	14.32	0.01	1	1432	бРел
13:48:06	14.31	0.01	3	4293	жпптел
13:48:00	14.3	--	4	5720	бТел
13:47:36	14.3	-0.02	3	4290	бТел
13:47:33	14.32	0.02	1	1432	бРел
13:47:18	14.3	--	0	1072	бТел
13:47:06	14.3	-0.02	3	4290	бТел
13:46:54	14.32	--	446	638672	бТел
13:46:51	14.32	--	100	143200	бТел
13:46:48	14.32	--	12	17184	бТел
13:46:42	14.32	--	30	42960	бТел
13:46:36	14.32	--	4	5728	бТел
13:46:15	14.32	--	9	12888	бТел
13:46:06	14.32	--	4	5728	бТел
13:46:03	14.32	-0.01	1	1432	бТел
13:45:45	14.33	0.01	5	7165	бРел
13:45:42	14.32	--	4	5728	бРел
13:45:39	14.32	--	1	1432	бТел
13:45:36	14.32	-0.01	3	4296	бТел
13:45:21	14.33	--	10	14330	бРел
13:45:12	14.33	0.01	8	11464	бРел
13:45:09	14.32	--	1	1432	бТел
13:45:06	14.32	-0.01	3	4296	бТел
13:44:51	14.33	--	16	22928	бТел
13:44:39	14.33	--	200	286600	бТел
13:44:36	14.33	--	3	4299	бТел
13:44:21	14.33	--	114	163362	бТел
13:44:18	14.33	--	20	28660	бТел
13:44:15	14.33	--	15	21495	бТел
13:44:06	14.33	--	23	32959	бТел
13:44:03	14.33	--	3	4299	бТел
13:43:48	14.33	0.03	606	868398	бРел
13:43:36	14.3	--	3	4290	бТел
13:43:15	14.3	--	10	14300	бТел
13:43:06	14.3	--	3	4290	бТел
13:43:03	14.3	-0.02	74	105820	бТел
13:43:00	14.32	0.02	1	1432	бРел
13:42:57	14.3	--	160	228800	бТел
13:42:42	14.3	-0.01	29	41470	бТел
13:42:36	14.31	--	2	2862	бТел
13:42:30	14.31	0.01	5	7155	бРел
13:42:27	14.3	-0.01	28	40040	бТел
13:42:24	14.31	--	73	104463	бТел
13:42:18	14.31	-0.01	66	94446	бТел
13:42:12	14.32	--	10	14320	бТел
13:42:09	14.32	-0.01	34	48688	бТел
13:42:06	14.33	--	11	15763	бРел
13:42:03	14.33	0.01	1	1433	бРел
13:42:00	14.32	--	22	31504	бТел
13:41:57	14.32	--	4	5728	бТел
13:41:42	14.32	-0.01	200	286400	бТел
13:41:39	14.33	0.01	18	25794	бРел
13:41:36	14.32	-0.01	3	4296	бТел
13:41:09	14.33	0.01	18	25794	бРел
13:41:06	14.32	-0.01	3	4296	бТел
13:40:39	14.33	0.01	18	25794	бРел
13:40:36	14.32	-0.01	3	4296	бТел
13:40:21	14.33	0.01	10	14330	бРел
13:40:18	14.32	-0.01	45	64440	бТел
13:40:09	14.33	0.01	9	12897	бРел
13:40:06	14.32	--	3	4296	бТел
13:39:51	14.32	-0.01	2	2864	бТел
13:39:39	14.33	--	20	28660	бРел
13:39:36	14.33	--	13	18629	бРел
13:39:27	14.33	--	20	28660	бРел
13:39:24	14.33	--	1	1433	бРел
13:39:18	14.33	-0.01	17	24361	бТел
13:39:09	14.34	0.01	9	12906	бРел
13:39:06	14.33	-0.01	3	4299	бТел
13:39:00	14.34	--	7	10038	бРел
13:38:54	14.34	0.01	3	4302	бРел
13:38:42	14.33	0.02	2	2866	жпптел
13:38:36	14.31	-0.03	3	4293	бТел
13:38:30	14.34	0.01	10	14340	бРел
13:38:12	14.33	-0.01	40	58466	бТел
13:38:06	14.34	--	21	30114	бРел
13:37:36	14.34	0.01	22	31548	бРел
13:37:33	14.33	--	4	5732	бТел
13:37:21	14.33	--	3	4299	бТел
13:37:18	14.33	-0.01	100	143300	бТел
13:37:12	14.34	0.01	5	7170	бРел
13:37:09	14.33	--	1	1719	бТел
13:37:06	14.33	-0.01	3	4299	бТел
13:37:00	14.34	0.01	2	2868	бРел
13:36:54	14.33	-0.01	8	11464	бТел
13:36:45	14.34	--	3	4302	бТел
13:36:36	14.34	--	8	11472	бРел
13:36:24	14.34	--	5	7170	бТел
13:36:06	14.34	0.01	16	22944	бРел
13:35:45	14.33	--	3	4299	бТел
13:35:36	14.33	--	471	674943	бТел
13:35:30	14.33	0.01	372	533076	бРел
13:35:21	14.32	0.01	21	30072	бТел
13:35:12	14.31	--	4	5724	бРел
13:35:06	14.31	-0.02	302	432162	бТел
13:34:57	14.33	0.01	1	1433	бРел
13:34:51	14.32	-0.01	83	118856	бТел
13:34:48	14.33	--	5	7165	бРел
13:34:36	14.33	-0.01	4	5732	бТел
13:34:33	14.34	0.01	3	4302	жпптел
13:34:06	14.33	--	3	4299	жпптел
13:33:57	14.33	--	25	35825	бТел
13:33:42	14.33	-0.03	10	14330	бТел
13:33:39	14.36	0.02	3	4308	бРел
13:33:36	14.34	-0.02	3	4302	жпптел
13:33:12	14.36	--	406	583848	бТел
13:33:09	14.36	--	10	14360	бТел
13:33:06	14.36	-0.01	104	149344	бТел
13:33:03	14.37	0.01	9	12933	бРел
13:33:00	14.36	--	60	86160	бТел
13:32:51	14.36	0.05	1429	2052647	бРел
13:32:36	14.31	-0.01	3	4293	бТел
13:32:27	14.32	--	1	1432	бРел
13:32:24	14.32	0.01	25	35800	жпптел
13:32:12	14.31	-0.01	15	21465	бТел
13:32:06	14.32	-0.01	3	4296	жпптел
13:32:00	14.33	0.01	103	147599	бРел
13:31:57	14.32	--	4	7031	бТел
13:31:54	14.32	--	22	31504	бТел
13:31:45	14.32	--	4	5728	бТел
13:31:42	14.32	-0.01	22	31504	бТел
13:31:39	14.33	0.01	52	74516	бРел
13:31:36	14.32	--	3	4296	бТел
13:31:33	14.32	--	51	73032	бТел
13:31:06	14.32	--	3	4296	бТел
13:31:03	14.32	-0.01	7	10024	бТел
13:30:57	14.33	0.01	1	1433	бРел
13:30:48	14.32	--	6	8592	бТел
13:30:36	14.32	--	3	4296	бТел
13:30:33	14.32	--	192	276218	бТел
13:30:18	14.32	--	10	14320	бТел
13:30:12	14.32	--	7	10024	бТел
13:30:03	14.32	--	3	4296	бТел
13:29:36	14.32	--	3	4296	бТел
13:29:24	14.32	--	16	22912	бТел
13:29:03	14.32	-0.01	3	4296	бТел
13:28:54	14.33	0.01	100	143300	бРел
13:28:48	14.32	--	32	45824	бТел
13:28:42	14.32	-0.01	346	496617	бТел
13:28:39	14.33	0.01	20	28660	бРел
13:28:36	14.32	-0.01	2	2864	бТел
13:28:33	14.33	--	1	1433	бРел
13:28:12	14.33	0.01	113	161929	бРел
13:28:06	14.32	--	258	369456	бТел
13:27:57	14.32	-0.01	2	2864	бТел
13:27:51	14.33	--	32	45856	бРел
13:27:36	14.33	--	7	10031	бРел
13:27:33	14.33	--	3	4299	бРел
13:27:30	14.33	--	8	11464	бРел
13:27:24	14.33	--	137	196321	бРел
13:27:21	14.33	0.01	31	44423	бРел
13:27:18	14.32	0.02	283	405828	бРел
13:27:15	14.3	-0.01	32	45760	бТел
13:27:09	14.31	0.01	31	44361	бРел
13:27:06	14.3	-0.01	25	35750	бТел
13:27:03	14.31	--	50	71550	бРел
13:26:57	14.31	--	1	1431	бРел
13:26:42	14.31	-0.01	18	25758	бТел
13:26:36	14.32	--	5	7160	бРел
13:26:33	14.32	0.01	12	17184	бРел
13:26:27	14.31	-0.01	43	61533	бТел
13:26:24	14.32	--	83	118856	бРел
13:26:18	14.32	--	44	63008	бРел
13:26:15	14.32	0.01	119	170408	бРел
13:26:12	14.31	--	30	42930	бРел
13:26:09	14.31	--	110	157410	бРел
13:26:06	14.31	0.01	25	35775	бРел
13:25:36	14.3	--	3	4290	бТел
13:25:03	14.3	--	3	4290	бТел
13:24:57	14.3	-0.01	10	14300	жпптел
13:24:51	14.31	--	44	62964	бРел
13:24:48	14.31	0.01	22	31482	бРел
13:24:42	14.3	--	11	15730	бТел
13:24:36	14.3	--	3	4290	бТел
13:24:03	14.3	--	4	5720	бТел
13:23:48	14.3	--	63	90090	бРел
13:23:42	14.3	--	1	1430	бРел
13:23:39	14.3	0.01	135	193050	бРел
13:23:33	14.29	--	604	863116	бТел
13:23:21	14.29	-0.01	1	1429	бТел
13:23:12	14.3	0.01	13	18590	бРел
13:23:03	14.29	-0.01	3	4287	бТел
13:22:54	14.3	--	11	15730	бРел
13:22:48	14.3	--	10	14300	бРел
13:22:42	14.3	0.01	3	4290	бРел
13:22:33	14.29	-0.01	3	4287	бТел
13:22:27	14.3	-0.01	2	2860	бТел
13:22:18	14.31	0.01	30	42930	бРел
13:22:03	14.3	-0.01	13	18590	бТел
13:22:00	14.31	0.01	2	2862	бРел
13:21:57	14.3	--	3	4290	бТел
13:21:33	14.3	-0.01	3	4290	бТел
13:21:24	14.31	0.01	1	1431	бРел
13:21:03	14.3	--	2	2860	бТел
13:20:54	14.3	--	7	10010	бТел
13:20:45	14.3	--	6	8580	бРел
13:20:39	14.3	0.01	108	154440	бРел
13:20:33	14.29	--	21	30009	бТел
13:20:03	14.29	-0.01	4	5716	бТел
13:19:57	14.3	--	10	14300	бРел
13:19:33	14.3	0.01	4	5720	бРел
13:19:27	14.29	--	1	1429	бТел
13:19:12	14.29	--	1	1429	бТел
13:19:06	14.29	--	1	1429	бТел
13:19:03	14.29	-0.01	3	4287	бТел
13:19:00	14.3	--	8	11440	бРел
13:18:54	14.3	0.01	1	1430	бРел
13:18:33	14.29	-0.01	6	8574	бТел
13:18:21	14.3	0.01	30	42900	бРел
13:18:03	14.29	--	7	10003	бТел
13:17:54	14.29	--	1	1429	бТел
13:17:42	14.29	--	3	4287	бТел
13:17:33	14.29	0.01	7	10003	бРел
13:17:24	14.28	--	5	7140	бТел
13:17:09	14.28	--	5	7140	бТел
13:17:03	14.28	--	3	4284	бТел
13:17:00	14.28	-0.02	5	7140	бТел
13:16:54	14.3	0.02	3	4290	жпптел
13:16:33	14.28	--	13	18564	бТел
13:16:03	14.28	-0.02	47	67116	бТел
13:16:00	14.3	--	10	14300	бРел
13:15:54	14.3	0.02	1	1430	бРел
13:15:33	14.28	--	3	4284	бТел
13:15:27	14.28	-0.02	4	5712	бТел
13:15:03	14.3	0.01	4	5720	бРел
13:14:54	14.29	0.01	1	1429	бРел
13:14:45	14.28	--	1	1428	бТел
13:14:42	14.28	-0.01	50	71400	бТел
13:14:39	14.29	0.01	108	154332	бРел
13:14:33	14.28	0.01	3	4284	жпптел
13:14:03	14.27	-0.02	2	2854	бТел
13:14:00	14.29	0.02	124	177196	бРел
13:13:54	14.27	-0.01	250	356750	бТел
13:13:48	14.28	0.01	20	28560	бРел
13:13:33	14.27	-0.01	20	28540	бТел
13:13:30	14.28	-0.02	134	191352	бТел
13:13:21	14.3	0.02	10	14300	бРел
13:13:18	14.28	--	11	15708	бТел
13:13:09	14.28	--	8	11424	бТел
13:13:03	14.28	--	3	4284	бТел
13:12:45	14.28	-0.03	22	31416	бТел
13:12:36	14.31	0.03	2	2862	бРел
13:12:33	14.28	-0.03	3	4284	бТел
13:12:24	14.31	0.03	30	42930	бРел
13:12:21	14.28	--	2	2856	бТел
13:12:03	14.28	--	13	18564	бРел
13:11:57	14.28	-0.03	30	42840	бТел
13:11:45	14.31	0.03	80	114480	бРел
13:11:39	14.28	0.01	8	11424	бРел
13:11:33	14.27	-0.01	3	4281	бТел
13:11:18	14.28	-0.01	15	21420	бТел
13:11:06	14.29	0.01	10	14290	бРел
13:11:03	14.28	-0.01	23	32844	бТел
13:11:00	14.29	0.02	1	1429	бРел
13:10:54	14.27	-0.02	150	214050	бТел
13:10:51	14.29	0.01	1	1429	бРел
13:10:36	14.28	--	23	32844	бТел
13:10:33	14.28	-0.01	3	4284	бТел
13:10:03	14.29	-0.04	3	4287	бТел
13:09:54	14.33	0.01	121	173393	бРел
13:09:51	14.32	0.02	122	174704	бРел
13:09:48	14.3	0.03	124	177320	бРел
13:09:42	14.27	-0.02	1300	1855100	бТел
13:09:33	14.29	--	3	4287	бТел
13:09:18	14.29	--	2	2858	бТел
13:09:12	14.29	-0.01	100	142900	бТел
13:09:06	14.3	--	14	20020	бРел
13:09:03	14.3	--	20	28600	бРел
13:08:45	14.3	0.01	30	42900	бРел
13:08:33	14.29	-0.01	3	4287	бТел
13:08:27	14.3	--	5	7150	бТел
13:08:03	14.3	-0.01	3	4290	бТел
13:07:57	14.31	-0.01	40	57240	бТел
13:07:54	14.32	0.01	9	12888	бРел
13:07:48	14.31	0.02	60	85860	бРел
13:07:33	14.29	--	3	4287	бТел
13:07:03	14.29	-0.03	2	2858	бТел
13:06:57	14.32	--	30	42960	бРел
13:06:51	14.32	--	1	1432	бРел
13:06:36	14.32	0.03	106	151792	бРел
13:06:33	14.29	-0.03	3	4287	бТел
13:06:30	14.32	0.03	98	140336	бРел
13:06:27	14.29	--	2	2858	бТел
13:06:03	14.29	-0.02	4	5716	бТел
13:05:51	14.31	0.02	99	141669	бРел
13:05:36	14.29	-0.01	27	38583	бТел
13:05:33	14.3	-0.01	3	4290	жпптел
13:05:30	14.31	--	10	14310	бТел
13:05:24	14.31	--	18	25758	бРел
13:05:15	14.31	--	7	10017	бТел
13:05:03	14.31	-0.01	3	4293	бТел
13:05:00	14.32	--	10	14320	бРел
13:04:42	14.32	0.03	99	141768	бРел
13:04:33	14.29	-0.02	5	7145	бТел
13:04:15	14.31	--	3	4293	бРел
13:04:09	14.31	--	29	41499	бРел
13:04:06	14.31	--	5	7155	бТел
13:04:03	14.31	-0.01	3	4293	жпптел
13:03:45	14.32	--	25	35800	бРел
13:03:39	14.32	0.03	98	140336	бРел
13:03:33	14.29	--	3	4287	бТел
13:03:21	14.29	--	110	157190	бТел
13:03:18	14.29	0.01	8	11432	бРел
13:03:09	14.28	-0.01	1	1428	бТел
13:03:06	14.29	0.01	77	110033	бРел
13:03:03	14.28	-0.01	3	4284	бТел
13:02:57	14.29	--	19	27151	бРел
13:02:51	14.29	0.01	1	1429	бРел
13:02:39	14.28	--	14	19992	бРел
13:02:33	14.28	--	16	22848	бРел
13:02:30	14.28	--	30	42840	бРел
13:02:24	14.28	--	12	17136	бРел
13:02:15	14.28	0.01	3	4284	бРел
13:02:06	14.27	--	2	2854	бТел
13:02:03	14.27	--	11	15697	бТел
13:02:00	14.27	-0.01	22	31394	бТел
13:01:45	14.28	-0.01	22	31416	бТел
13:01:33	14.29	0.01	4	5716	бРел
13:01:30	14.28	--	44	62832	бТел
13:01:27	14.28	--	7	9996	бТел
13:01:24	14.28	--	51	72828	бТел
13:01:21	14.28	--	85	121380	бТел
13:01:03	14.28	-0.02	64	91392	бТел
13:00:57	14.3	--	20	28600	бРел
13:00:51	14.3	-0.01	447	639210	бТел
13:00:42	14.31	--	8	11448	бРел
13:00:36	14.31	--	300	429300	бТел
13:00:33	14.31	-0.01	11	15741	бТел
13:00:18	14.32	--	10	14320	бРел
13:00:12	14.32	0.01	1	1432	бРел
13:00:09	14.31	-0.01	20	28620	бТел
13:00:06	14.32	--	2	2864	бРел
13:00:03	14.32	-0.01	232	332224	бТел
13:00:00	14.33	--	0	0	бРел
11:30:00	14.33	--	0	0	бРел
11:29:48	14.33	--	2	2866	бРел
11:29:42	14.33	--	6	8598	бРел
11:29:06	14.33	--	23	32959	бРел
11:29:00	14.33	-0.01	95	136135	бТел
11:28:54	14.34	--	1	1434	бРел
11:28:48	14.34	--	1	1434	бРел
11:28:45	14.34	--	5	7170	бРел
11:28:39	14.34	--	22	31548	бРел
11:28:33	14.34	--	67	96078	бРел
11:27:48	14.34	0.01	9	12906	бРел
11:27:39	14.33	-0.01	10	14330	бТел
11:27:30	14.34	--	10	14340	бРел
11:27:15	14.34	--	9	12906	бРел
11:27:03	14.34	0.02	30	43020	бРел
11:26:45	14.32	-0.02	11	15752	бТел
11:26:33	14.34	-0.01	5	7170	жпптел
11:25:54	14.35	0.03	5	7175	бРел
11:25:42	14.32	-0.02	22	31504	бТел
11:25:36	14.34	--	22	31548	бТел
11:25:30	14.34	--	45	64530	бРел
11:25:24	14.34	--	3	4302	бРел
11:25:15	14.34	-0.01	34	48756	бТел
11:24:36	14.35	--	14	20090	бРел
11:24:33	14.35	-0.01	32	45920	жпптел
11:24:09	14.36	0.01	364	522704	бРел
11:24:03	14.35	0.02	1243	1783705	бРел
11:24:00	14.33	--	42	60186	бРел
11:23:57	14.33	--	2	2866	бРел
11:23:54	14.33	--	123	176259	бРел
11:23:51	14.33	--	22	31526	бРел
11:23:48	14.33	0.01	23	32959	бРел
11:23:45	14.32	-0.01	2	2864	жпптел
11:23:39	14.33	0.01	84	120372	бРел
11:23:33	14.32	--	42	60144	бРел
11:23:30	14.32	--	22	31504	бРел
11:23:27	14.32	0.02	22	31504	бРел
11:23:18	14.3	-0.02	2	2860	бТел
11:23:09	14.32	0.01	296	423872	бРел
11:23:06	14.31	--	44	62964	бРел
11:23:03	14.31	--	94	134514	бРел
11:23:00	14.31	--	22	31482	бРел
11:22:51	14.31	0.01	6	8586	бРел
11:22:39	14.3	-0.01	9	12870	бТел
11:21:51	14.31	--	87	124497	бРел
11:21:36	14.31	0.01	8	11448	бРел
11:21:24	14.3	--	2	2860	бТел
11:21:21	14.3	--	10	14300	бТел
11:21:03	14.3	0.01	42	60060	бРел
11:20:57	14.29	--	4	5716	бТел
11:20:42	14.29	--	5	7145	бТел
11:20:24	14.29	-0.01	4	5716	бТел
11:20:15	14.3	-0.01	58	82940	бТел
11:19:51	14.31	0.01	8	11448	бРел
11:19:45	14.3	-0.01	11	15730	бТел
11:19:39	14.31	--	83	118773	бРел
11:19:33	14.31	0.01	11	15741	бРел
11:19:21	14.3	--	2	2860	бТел
11:19:18	14.3	--	3	4290	бТел
11:19:12	14.3	--	77	110110	бРел
11:18:18	14.3	--	2	2860	бРел
11:18:00	14.3	--	10	14300	бРел
11:17:27	14.3	--	3	4290	бРел
11:17:21	14.3	--	5	7150	бРел
11:17:18	14.3	--	8	11440	бРел
11:17:12	14.3	0.02	4	5720	бРел
11:16:45	14.28	-0.02	4	5712	бТел
11:16:09	14.3	--	22	31460	бРел
11:15:57	14.3	--	44	62920	бРел
11:15:51	14.3	--	20	28600	бРел
11:15:45	14.3	0.02	1	1430	бРел
11:15:12	14.28	--	5	7140	бТел
11:15:06	14.28	-0.02	4	5712	бТел
11:15:03	14.3	0.02	1	1430	бРел
11:14:45	14.28	-0.01	0	571	бТел
11:14:39	14.29	--	10	14290	бРел
11:14:27	14.29	--	1	1429	бРел
11:13:33	14.29	--	8	11432	бРел
11:13:27	14.29	0.01	8	11432	бРел
11:13:15	14.28	--	5	7140	бТел
11:13:12	14.28	-0.01	8	11424	бТел
11:12:57	14.29	0.02	10	14290	жпптел
11:12:06	14.27	--	4	5708	бТел
11:12:00	14.27	--	22	31394	бТел
11:11:54	14.27	-0.03	4	5708	бТел
11:11:42	14.3	0.03	1	1430	бРел
11:11:36	14.27	--	4	5708	бТел
11:11:24	14.27	-0.01	4	5708	бТел
11:11:18	14.28	0.01	2	2856	бРел
11:10:57	14.27	-0.01	3	4281	бТел
11:10:48	14.28	-0.03	1	1428	бТел
11:10:33	14.31	0.03	1	1431	бРел
11:10:24	14.28	-0.03	7	9996	жпптел
11:09:57	14.31	0.05	87	124497	бРел
11:09:51	14.26	--	151	215326	бТел
11:09:48	14.26	--	30	42780	бТел
11:09:45	14.26	--	5	7130	бТел
11:09:42	14.26	--	15	21390	бТел
11:09:15	14.26	--	4	5704	бТел
11:09:03	14.26	-0.01	87	124062	бТел
11:08:48	14.27	--	14	19978	бТел
11:08:39	14.27	0.01	6	8562	бРел
11:08:36	14.26	--	4	5704	бТел
11:08:27	14.26	-0.01	21	29946	бТел
11:08:15	14.27	--	4	5708	бРел
11:08:12	14.27	--	1	1997	бТел
11:08:03	14.27	-0.04	5	7135	бТел
11:07:54	14.31	0.04	162	231822	бРел
11:07:48	14.27	--	430	614466	бРел
11:07:45	14.27	--	2	2854	бРел
11:07:42	14.27	--	1	1427	бРел
11:07:33	14.27	-0.02	187	267419	бТел
11:07:30	14.29	-0.02	6	8574	бТел
11:07:24	14.31	0.04	86	123924	бРел
11:07:21	14.27	-0.03	19	27113	бТел
11:07:18	14.3	0.02	161	230230	бРел
11:06:21	14.28	-0.02	4	5712	бТел
11:06:03	14.3	--	1	1430	бРел
11:06:00	14.3	0.02	7	10010	бРел
11:05:42	14.28	--	19	27132	бТел
11:05:24	14.28	--	48	68544	бТел
11:05:18	14.28	-0.02	23	32844	бТел
11:05:06	14.3	-0.01	10	14300	жпптел
11:04:18	14.31	0.02	23	32913	бРел
11:04:03	14.29	-0.02	19	27151	бТел
11:03:48	14.31	--	26	37206	бРел
11:03:42	14.31	--	1	1431	бРел
11:03:27	14.31	--	85	121635	бРел
11:03:21	14.31	0.01	44	62964	бРел
11:03:18	14.3	-0.01	24	34320	бТел
11:03:06	14.31	--	42	60102	бРел
11:03:03	14.31	0.01	44	62964	бРел
11:03:00	14.3	--	1	1430	бТел
11:02:45	14.3	-0.01	1	1430	бТел
11:02:39	14.31	--	44	62964	бРел
11:02:33	14.31	--	66	94446	бРел
11:02:27	14.31	0.01	44	62964	бРел
11:02:18	14.3	--	3	4290	бРел
11:01:54	14.3	--	25	35750	бРел
11:01:45	14.3	0.01	85	121550	бРел
11:01:39	14.29	-0.01	50	71450	бТел
11:01:33	14.3	--	1	1430	бРел
11:01:27	14.3	0.01	4	5720	бРел
11:01:24	14.29	-0.01	10	14290	бТел
11:01:18	14.3	--	3	4290	бРел
